acpipmi.c	AcpiPmipIoctlSetConfiguration(__int64 a1, __int64 a2)
srvnet.c	OpenConnectionHandle(__int64 a1)
srvnet.c	IssueSetEventHandlerRequest(__int64 a1, __int64 a2, int a3, __int64 a4, __int64 a5)
srvnet.c	LoadUserDefinedFsctlAllowList(__int64 *a1, unsigned int *a2)
srvnet.c	SrvNetWskOpenListenSocket(__int64 a1, __int64 a2)
srvnet.c	SrvLibCreateCredentialHandle(__int64 a1, __int64 a2, __int64 a3)
srvnet.c	SetRegistryParameter(wchar_t *Str1, int a2, unsigned int *a3, unsigned int a4)
srvnet.c	SrvAdminNodeSetInfo(unsigned int a1, unsigned int a2, unsigned int a3)
srvnet.c	SrvLibSetDWord(PCWSTR SourceString, PCWSTR a2, int a3)
srvnet.c	SrvNetSetInterfaceEndpoint(__int64 a1)
srvnet.c	SrvNetSetEndpointFlag(__int64 a1, __int64 a2, int a3)
srvnet.c	SrvNetSetEndpointFlagEx(__int64 a1, __int16 a2, __int64 a3)
srvnet.c	SrvNetReadDirectData(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
srvnet.c	SrvXsDownLevelAPI(__int64 a1)
srvnet.c	SrvXsDownLevelAPI_filt_0(__int64 a1, __int64 a2)
srvnet.c	SrvXsOpenPrinter(__int64 a1, __int64 a2, __int64 a3)
srvnet.c	SrvXsOpenPrinter_filt_0(__int64 a1, __int64 a2)
srvnet.c	SrvNetRdmaCreateListener(__int64 a1, __int64 a2, __int64 a3)
srvnet.c	SrvNetRdmaReadDirectData(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
srvnet.c	SrvAdminSetSessionIsCsvUser(__int64 a1, char a2, int a3)
srvnet.c	SvcXportSetInfo(__int64 a1, __int64 a2, unsigned __int64 a3, unsigned int a4)
storahci.c	AhciSetF1IdleTimer(__int64 a1)
storahci.c	AhciPortPowerDown(__int64 a1)
storahci.c	IssueReadLogExtCommand(__int64 a1, __int64 a2, char a3, __int16 a4, __int64 a5, __int64 a6, __int64 a7, __int64 a8, __int64 a9)
storahci.c	ReadQueryLogPage(__int64 a1, __int64 a2, unsigned __int16 a3)
storahci.c	IssuePreservedSettingCommands(__int64 a1)
storahci.c	SetDateAndTimeCompletion(__int64 a1, __int64 a2)
storahci.c	BuildSetDateAndTimeTaskFile(__int64 a1)
storahci.c	SetAllowedLpmStates(__int64 a1)
storahci.c	AhciLpmSettingsModes(__int64 a1, int a2)
storahci.c	AhciPortPowerSettingNotification(__int64 a1, __int64 a2)
storahci.c	AhciPortSetDevslpIdleTimeout(__int64 a1)
storahci.c	AhciPortSetDevslpDetoAndMdat(__int64 a1)
storahci.c	Set_PxIE(__int64 a1, __int64 a2)
storahci.c	ReadMultiSzRegistryValueAndCompareId(__int64 a1, __int64 a2, __int64 a3, __int64 *a4, size_t *a5, unsigned int *a6, __int64 a7, unsigned int a8)
storahci.c	GetMiniportRegistrySettings(__int64 a1)
storahci.c	GetAdapterRegistrySettings(__int64 a1)
storahci.c	GetDeviceRegistrySettings(__int64 a1)
storahci.c	DigestDeviceRegistrySettings(__int64 a1)
storahci.c	UpdateSetFeatureCommands(__int64 a1, char a2, char a3, char a4, char a5)
storahci.c	RestorePreservedSettings(__int64 a1, char a2)
storahci.c	SrbConvertToATAPICommand(__int64 a1, __int64 a2, __int64 a3)
storahci.c	SrbConvertToATACommand(__int64 a1, __int64 a2, __int64 a3, int a4)
storahci.c	BuildReadWriteCommand(__int64 a1, __int64 a2, __int64 a3, int a4)
storahci.c	AtaReadCapacityCompletion(__int64 a1, __int64 a2)
storahci.c	AtaReadCapacityRequestCompletion(__int64 a1, __int64 a2)
storahci.c	AtaReadCapacityRequest(__int64 a1, __int64 a2, __int64 a3, int a4)
storahci.c	CopyField(__int64 a1, unsigned __int8 *a2, __int64 a3)
storahci.c	HybridSetDirtyThreshold(__int64 a1, __int64 a2)
storahci.c	ConvertDataSetRangeToAtaLbaRanges(__int64 a1, unsigned __int64 *a2, __int64 a3, unsigned __int64 a4)
storahci.c	TelemetrySetHostSettings(__int64 a1, __int64 a2)
stornvme.c	BuildReadWriteCommand(__int64 a1, __int64 a2, __int64 a3, int a4, __int64 a5)
stornvme.c	ScsiReadCapacityRequest(__int64 a1, __int64 a2, __int64 a3, int a4)
stornvme.c	ScsiReadWriteRequest(__int64 a1, __int64 a2, __int64 a3, int a4)
stornvme.c	NVMeFirmwareDownloadCompletion(__int64 a1, __int64 a2)
stornvme.c	FirmwareDownload(__int64 a1, __int64 a2)
stornvme.c	NVMeSetIoQueueCountCompletion(__int64 a1, __int64 a2, __int64 a3)
stornvme.c	NVMeSetIoQueueCount(__int64 a1, unsigned __int8 a2, char a3)
stornvme.c	NVMeSetInterruptCoalescing(__int64 a1, char a2)
stornvme.c	NVMeSetArbitration(__int64 a1, char a2)
stornvme.c	NVMeSetSenseData(__int64 a1, char a2, __int64 a3, unsigned __int8 a4)
stornvme.c	ReadMultiSzRegistryValueAndCompareId(__int64 a1, __int64 a2, __int64 a3, __int64 *a4, size_t *a5, unsigned int *a6, __int64 a7, unsigned int a8, __int64 a9)
stornvme.c	GetRegistrySettings(__int64 a1)
storport.c	RaidXrbSetDataBufferAddress(__int64 a1, __int64 a2, char a3)
storport.c	RaidHandleCreateCloseIrp(int a1, __int64 a2)
storport.c	RaUnitCreateIrp(__int64 a1, __int64 a2)
storport.c	RaidSetUnitPauseTimer(__int64 a1, unsigned int a2)
storport.c	StorPortSetDeviceQueueDepth(__int64 a1, char a2, char a3, char a4, int a5)
storport.c	StorUpdateCrashDumpPowerReady(__int64 a1, __int64 a2)
storport.c	RaidAdapterSetDevicePowerCompletionRoutine(PDEVICE_OBJECT DeviceObject, UCHAR MinorFunction, POWER_STATE PowerState, PVOID Context, PIO_STATUS_BLOCK IoStatus)
storport.c	RaidAdapterSetDevicePowerIrp(__int64 a1, __int64 a2)
storport.c	RaidAdapterSetPowerIrp(__int64 a1, __int64 a2, __int64 a3)
storport.c	RaidAdapterSetSystemPowerIrp(__int64 a1, __int64 a2)
storport.c	RaidAdapterSetSystemPowerCompletion(__int64 a1, __int64 a2)
storport.c	RaidAdapterPowerDownDevice(__int64 a1, __int64 a2)
storport.c	RaidAdapterDevicePowerDownSrbComplete(__int64 a1)
storport.c	RaidAdapterPowerDownDeviceCompletion(__int64 a1, __int64 a2)
storport.c	RaidUnitProcessSetDevicePowerIrp(__int64 a1, __int64 a2)
storport.c	RaidUnitProcessSetDevicePowerIrpComplete(__int64 a1, __int64 a2)
storport.c	RaidUnitSetPowerIrp(__int64 a1, __int64 a2)
storport.c	RaidUnitSetDevicePowerIrp(__int64 a1, __int64 a2)
storport.c	RaidUnitSetDevicePowerCompletionRoutine(PDEVICE_OBJECT DeviceObject, UCHAR MinorFunction, POWER_STATE PowerState, PVOID Context, PIO_STATUS_BLOCK IoStatus)
storport.c	RaidUnitSetSystemPowerIrp(__int64 a1, __int64 a2)
storport.c	RaidXrbSetCompletionRoutine(__int64 a1, __int64 a2)
storport.c	RaidUnitConvertToNormalUnit(__int64 a1)
storport.c	PortRegistrySetValueKey(HANDLE KeyHandle, const WCHAR *a2, ULONG a3, unsigned __int16 *a4, ULONG a5)
storport.c	RaidUnitPoFxSetDeviceIdleTimeout(__int64 a1, unsigned int a2)
storport.c	StorCreateIoGateway(PKSPIN_LOCK SpinLock)
storport.c	StorCreateDictionary(__int64 a1)
storport.c	PortMapOpenKey(__int64 a1)
storport.c	*StorSetFunctionExtensionTable())(__int64 a1)
storport.c	RaidCreateUnit(__int64 a1, __int64 a2)
storport.c	RaidUnitSetInitialQueueDepth(__int64 a1)
storport.c	RaUnitSetQueueDepth(__int64 a1, __int64 a2, __int64 a3)
storport.c	StorCreateAnsiString(__int64 a1, const void *a2, int a3, __int64 a4, void *a5)
storport.c	RaidCreateAdapter(void *a1)
storport.c	RaidCreateDeferredQueue(void *a1)
storport.c	StorCreateScsiSymbolicLink(PUNICODE_STRING DeviceName, __int64 a2)
storport.c	RaidUnitSetEnumerated(__int64 a1, char a2)
storport.c	RaidAdapterCreateDevmapEntry(__int64 a1)
storport.c	RaidCreateDeviceName(void *a1, UNICODE_STRING *a2, __int64 a3)
storport.c	StorPortRegistryRead(__int64 a1, const char *a2, int a3, int a4, __int64 a5, __int64 a6)
storport.c	PortMiniportRegistryRead(__int64 a1, __int64 a2, int a3, __int64 *a4)
storport.c	StorPortReady(__int64 a1)
storport.c	StorSetIoGatewayNotBusy(__int64 a1)
storport.c	RaidAdapterSetPauseTimer(__int64 a1, __int64 a2, __int64 a3, unsigned int a4)
storport.c	RaidAdapterDeviceReady(__int64 a1, unsigned int a2)
storport.c	RaidPowerSettingCallback(__int64 a1, __int64 a2, int a3, __int64 a4)
storport.c	RaidpLinkDown(__int64 a1)
storport.c	StorPortDeviceReady(__int64 a1, unsigned __int8 a2, unsigned __int8 a3, unsigned __int8 a4)
storport.c	StorPortReadPortBufferUchar(__int64 a1, unsigned __int16 a2, unsigned __int8 *a3, unsigned int a4)
storport.c	StorPortReadPortBufferUlong(__int64 a1, unsigned __int16 a2, unsigned int *a3, unsigned int a4)
storport.c	StorPortReadPortBufferUshort(__int64 a1, unsigned __int16 a2, unsigned __int16 *a3, unsigned int a4)
storport.c	StorPortReadPortUchar(__int64 a1, unsigned __int16 a2)
storport.c	StorPortReadPortUlong(__int64 a1, unsigned __int16 a2)
storport.c	StorPortReadPortUshort(__int64 a1, unsigned __int16 a2)
storport.c	StorPortReadRegisterBufferUchar(__int64 a1, __int64 a2, __int64 a3, unsigned int a4)
storport.c	StorPortReadRegisterBufferUlong(__int64 a1, __int64 a2, __int64 a3, unsigned int a4)
storport.c	StorPortReadRegisterBufferUshort(__int64 a1, __int64 a2, __int64 a3, unsigned int a4)
storport.c	StorPortReadRegisterUchar(__int64 a1, __int64 a2)
storport.c	StorPortReadRegisterUlong(__int64 a1, __int64 a2)
storport.c	StorPortReadRegisterUshort(__int64 a1, __int64 a2)
storport.c	StorPortSetBusDataByOffset(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, unsigned int a6)
storport.c	StorPortpSetPowerSettingNotificationGuids(__int64 a1, unsigned int a2, __int64 a3)
storport.c	StorpSetUnitAttributes(__int64 a1, __int64 a2, int a3)
storport.c	RaUnitRequestPowerDown(__int64 a1)
storport.c	RaidSetD3Cold(PDEVICE_OBJECT DeviceObject)
storport.c	RtlStringCchCopyW(wchar_t *pszDest, size_t cchDest, const wchar_t *pszSrc)
storport.c	StorCreateSystemLogEntry(PVOID IoObject, __int64 a2, __int64 a3)
storport.c	RaUnitSetAtaPassThroughCdb(__int64 a1, __int64 a2)
storport.c	RaidUnitConvertToZombieUnit(__int64 a1)
storport.c	RaidUnitSetDefaultWriteCachePolicy(__int64 a1)
storport.c	StorPortConvertUlongToPhysicalAddress(__int64 a1)
storport.c	StorSetIoGatewayEmptyEvent(__int64 a1, struct _KEVENT *a2)
storport.c	RaidDecodeSmRegistryBlob(__int64 a1)
storport.c	PortpBinaryReadCallBack(__int64 a1, __int64 a2, const void *a3, unsigned int a4, __int64 a5, __int64 a6)
storport.c	StorSqmCreateStringStreamEntry(__int64 a1, __int64 a2)
storport.c	RaDriverCreateIrp(__int64 a1, __int64 a2)
storport.c	PortPassThroughSetAddress(__int64 a1, char a2, char a3, char a4)
storport.c	RaUnitStorageDataSetManagementIoctl(__int64 a1, __int64 a2)
storport.c	PortRegistryRead(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5)
storport.c	*__fastcall RaCreateDriver(void *a1))(__int64 a1)
storport.c	RaidCreateDma(void *a1)
storport.c	RaCopyPaddedString(__int64 a1, unsigned int a2, __int64 a3, unsigned int a4)
storport.c	RaCreateMiniport(__int64 a1)
storport.c	RaCreateTagList(__int64 a1)
storport.c	RaCreateBus(__int64 a1)
storport.c	RaidCreateResourceList(__int64 a1)
storport.c	PortRegistryReadDeviceKey(struct _DEVICE_OBJECT *a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, __int64 a6)
storport.c	PortRegistryReadWithHandle@<rax>(__int64 a1@<rdx>, void *a2@<rcx>, __int64 a3@<rbx>, __int64 a4@<r8>)
storport.c	PortGetRegistrySettings(UNICODE_STRING *a1, unsigned int a2, __int64 a3)
storport.c	PortOpenDeviceKey(UNICODE_STRING *a1, unsigned int a2)
storport.c	RaSaveDriverInitData(__int64 a1, const void *a2)
storport.c	PortReadStorageBusType(UNICODE_STRING *a1, __int64 a2)
storport.c	PortpReadBusType(HANDLE KeyHandle, PVOID KeyValueInformation, __int64 a3)
storport.c	PortpOpenParametersKey(UNICODE_STRING *a1)
storport.c	PortpReadDriverParameterEntry(HANDLE KeyHandle, __int64 a2)
storport.c	PortpReadLinkTimeoutValue(HANDLE KeyHandle)
storport.c	PortpReadNumberOfRequestsEntry(HANDLE KeyHandle, PVOID KeyValueInformation, __int64 a3)
storport.c	PortpReadMinimumUCXAddressEntry(HANDLE KeyHandle, PVOID KeyValueInformation, __int64 a3)
storport.c	PortpReadMaximumUCXAddressEntry(HANDLE KeyHandle, PVOID KeyValueInformation, __int64 a3)
storport.c	PortpReadMaximumLogicalUnitEntry(HANDLE KeyHandle, PVOID KeyValueInformation, __int64 a3)
storport.c	PortReadRegistrySettings(HANDLE KeyHandle, __int64 a2)
storport.c	PortpReadUncachedExtAlignmentEntry(HANDLE KeyHandle, PVOID KeyValueInformation, __int64 a3)
storvsc.c	StorChannelCopySrbToPacket(__int64 a1, __int64 a2)
storvsc.c	ProcgrpSetSystemGroupAffinityThread(__int64 a1, __int64 a2)
storvsc.c	ProcgrpSetTargetProcessorDpcEx(__int64 a1, __int64 a2)
storvsc.c	StorChannelOpen(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int16 a5, int a6, __int64 a7, __int64 a8, __int64 a9)
storvsc.c	StorChannelOpenSubChannel(__int64 a1, unsigned __int16 a2, unsigned int a3)
stream.c	SCSetCurrentDPowerState(__int64 a1, int a2)
stream.c	SciCreateSymbolicLinks(__int64 a1, unsigned int a2, __int64 a3)
stream.c	StreamClassReadWriteConfig(PVOID HwDeviceExtension, BOOLEAN Read, PVOID Buffer, ULONG Offset, ULONG Length)
stream.c	StreamClassCompleteRequestAndMarkQueueReady(PHW_STREAM_REQUEST_BLOCK Srb)
stream.c	SCSetMasterClockWhenDeviceInaccessible(__int64 a1, __int64 a2)
stream.c	SciSetMasterClockInfo(__int64 a1, __int64 a2)
stream.c	IoWorkerRead(__int64 a1)
stream.c	DMABuffer::DoneMapping(DMABuffer *this, DMATransfer *a2)
stream.c	SCOpenMinidriverInstance(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
stream.c	SCCheckPowerDown(__int64 a1)
stream.c	SCCopyMinidriverProperties(unsigned int a1, const void *a2)
stream.c	SCCopyMinidriverEvents(unsigned int a1, const void *a2)
stream.c	SCCopyMinidriverMethods(unsigned int a1, const void *a2)
stream.c	SCCreateChildPdo(__int64 a1, __int64 a2, int a3)
stream.c	FilterDispatchGlobalCreate(PVOID Object, PIRP Irp)
stream.c	StreamDispatchCreate(__int64 a1, __int64 a2)
stream.c	SCOpenStreamCallback(__int64 a1)
stream.c	SCStreamSetFormat(__int64 a1, __int64 a2, __int64 a3)
stream.c	StreamClassMinidriverDeviceSetProperty(__int64 a1, __int64 a2, __int64 a3)
stream.c	StreamClassMinidriverStreamSetProperty(__int64 a1, __int64 a2, __int64 a3)
stream.c	ClockDispatchCreate(__int64 a1, __int64 a2)
stream.c	AllocatorDispatchCreate(__int64 a1, __int64 a2)
stream.c	SCOpenMasterCallback(__int64 a1)
stream.c	SCSetMasterClock(__int64 a1, __int64 a2, HANDLE *a3)
swenum.c	DispatchCreate(PDEVICE_OBJECT DeviceObject, PIRP Irp)
tape.c	TapeReadWriteVerification(__int64 a1, __int64 a2)
tape.c	TapeReadWrite(__int64 a1, __int64 a2)
tape.c	CreateTapeDeviceObject(char *a1, struct _DEVICE_OBJECT *a2, __int64 a3, char a4)
tape.c	TapeCreateSymbolicName(__int64 a1, char a2)
tape.c	TapeCreateUniqueId(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
tape.c	TapeCreateNewDeviceSubKey(void *a1, unsigned int *a2, HANDLE *a3)
tape.c	TapeCreateNonPersistentSymbolicName(void *a1, unsigned int *a2, __int64 a3, wchar_t *a4)
tape.c	TapeSetWmiDataBlock(__int64 a1, __int64 a2, unsigned int a3)
tbs.c	Tbsi_Context_Create(__int64 a1, __int64 a2)
tbs.c	TbsBase64Decode(const unsigned __int16 *a1, unsigned __int8 *a2, unsigned int *a3)
tbs.c	TpmOpen(PHANDLE FileHandle)
tdi.c	TdiCopyBufferToMdl(PVOID SourceBuffer, ULONG SourceOffset, ULONG SourceBytesToCopy, PMDL DestinationMdlChain, ULONG DestinationOffset, PULONG BytesCopied)
tdi.c	TdiCopyMdlToBuffer(PMDL SourceMdlChain, ULONG SourceOffset, PVOID DestinationBuffer, ULONG DestinationOffset, ULONG DestinationBufferSize, PULONG BytesCopied)
tdi.c	TdiOpenNetbiosAddress(PHANDLE FileHandle, PUCHAR Buffer, PVOID DeviceName, PVOID Name)
tdi.c	TdiProviderReady(HANDLE ProviderHandle)
tdi.c	TdiCopyBufferToMdlWithReservedMappingAtDpcLevel(PVOID SourceBuffer, PMDL DestinationMdl, ULONG DestinationOffset, ULONG BytesToCopy)
tdi.c	TdiCopyMdlChainToMdlChain(PMDL SourceMdlChain, ULONG SourceOffset, PMDL DestinationMdlChain, ULONG DestinationOffset, PULONG BytesCopied)
tdx.c	TdxSynchronousTlCreateRequestComplete(__int64 a1, int a2, __int64 a3, __int64 a4)
tdx.c	TdxCreateControlChannel(__int64 a1, __int64 a2, char a3, __int64 a4)
tdx.c	TdxTcpSetInformationEx(__int64 a1, __int64 a2)
tdx.c	TdxTcpSetInformationConnectionEx(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, char a6)
tdx.c	TdxTdiDispatchCreate(__int64 a1, __int64 a2)
tdx.c	TdxCreateConnection(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
tdx.c	TdxSetEventTransportAddress(__int64 NewIrql, __int64 a2, __int64 a3)
tdx.c	TdxCreateTransportAddress(__int64 a1, __int64 a2, __int64 a3, unsigned int a4, __int64 a5, __int64 a6, __int64 a7)
tdx.c	TdxDecrementTlEndpointReference(__int64 a1, KIRQL a2, char a3)
tdx.c	TdxSetOptionsConnection(__int64 a1, KIRQL a2)
tdx.c	TdxCreateAndRegisterNetAddress(int a1, __int64 a2, unsigned int a3, __int64 a4)
tdx.c	TdxCreateAndRegisterDeviceObject(__int64 a1, int a2, __int64 a3, __int64 a4)
tdx.c	TdxDecrementNotReadyInterfaceCount(int a1, __int64 a2, __int64 a3)
tdx.c	TdxIncrementNotReadyInterfaceCount(int a1, __int64 a2, __int64 a3)
tdx.c	TdxProviderReadyTimeoutRoutine(struct _KDPC *Dpc, PVOID DeferredContext, PVOID SystemArgument1, PVOID SystemArgument2)
tdx.c	TdxProviderReadyWorkItemRoutine(__int64 a1, __int64 a2, __int64 a3)
tdx.c	TdxTcpSetInformationTransportAddressEx(__int64 a1, __int64 a2, __int64 a3, __int64 a4, __int64 a5, int a6)
terminpt.c	PtCreate(__int64 a1, __int64 a2, __int64 a3)
terminpt.c	PtSetWmiDataItem(struct _DEVICE_OBJECT *a1, __int64 a2, __int64 a3)
terminpt.c	PtSetWmiDataBlock(struct _DEVICE_OBJECT *a1, __int64 a2, __int64 a3)
terminpt.c	TiCreate(__int64 a1, __int64 a2, __int64 a3)
tm.c	TmpCreateLogFile(__int64 a1)
tm.c	TmpCreateOrOpenLogTransactionManager(__int64 a1)
tm.c	TmReadOnlyEnlistmentExt(void *a1, __int64 a2)
tm.c	TmSetCurrentTransactionExt(__int64 a1)
tm.c	TmpTxActionDoPrePrepare@<rax>(__int64 a1@<rcx>, __int64 a2@<rbp>, __int64 a3@<r8>)
tm.c	TmpTxActionDoPrePrepareComplete@<rax>(PVOID Object@<rcx>, __int64 a2@<rbp>)
tm.c	TmpTxActionDoPrepare@<rax>(PVOID Object@<rcx>, __int64 a2@<rbp>)
tm.c	TmpTxActionDoPrepareComplete@<rax>(PVOID Object@<rcx>, __int64 a2@<rbp>)
tm.c	TmpTxActionDoCommit@<rax>(PVOID Object@<rcx>, __int64 a2@<rbp>)
tm.c	TmpTxActionDoCommitComplete@<rax>(PVOID Object@<rcx>, __int64 a2@<rbp>, __int64 a3@<r8>)
tm.c	TmpTxActionDoRollback(__int64 a1, __int64 a2, __int64 a3)
tm.c	TmpTxActionDoRollbackComplete(PRKEVENT Event, __int64 a2, __int64 a3)
tm.c	TmpSetTransactionProperties(PVOID Object, __int64 a2, unsigned int a3)
tm.c	TmpOpenResourceManager(__int64 a1, __int64 a2, __int64 a3, __int64 a4)
tm.c	TmpSetNotificationResourceManager(PRKEVENT Event, __int64 a2, __int64 a3, size_t Size, void *Src, size_t Sizea, void *Srca)
tm.c	NtCreateEnlistmentExt(PVOID a1, unsigned int a2, HANDLE Handle, HANDLE a4, __int64 a5, int a6, int a7, __int64 a8)
tm.c	TmCreateEnlistmentExt(PVOID a1, unsigned __int8 a2, unsigned int a3, __int64 a4, __int64 a5, __int64 a6, int a7, int a8, __int64 a9)
tm.c	NtOpenEnlistmentExt(unsigned __int64 a1, int a2, __int64 a3, __m128i *a4, __int64 a5)
tm.c	NtSetInformationEnlistmentExt(HANDLE Handle, int a2, SIZE_T a3, unsigned int a4)
tm.c	NtReadOnlyEnlistmentExt(void *a1, unsigned __int64 a2)
tm.c	NtCreateResourceManagerExt(unsigned __int64 a1, unsigned int a2, void *a3, __m128i *a4, __int64 a5, unsigned int a6, unsigned __int64 a7)
tm.c	NtOpenResourceManagerExt(unsigned __int64 a1, unsigned int a2, void *a3, __m128i *a4, __int64 a5)
tm.c	NtSetInformationResourceManagerExt(HANDLE Handle, int a2, void *a3, int a4)
tm.c	TmpCreateInternalCrmTransaction(void *a1, char a2, void *a3, __int64 a4, __int64 a5)
tm.c	TmpCreateInternalCrmEnlistment(__int64 a1, __int64 a2, char a3, __int64 a4, __int64 a5, __int64 a6, PVOID *a7, HANDLE *a8)
tm.c	NtCreateTransactionExt(HANDLE Handle, unsigned int a2, __int64 a3, __m128i *a4, __int64 Handlea, int a6, int a7, __int64 a8, __int64 a9, __int64 a10)
tm.c	NtOpenTransactionExt(HANDLE Handle, unsigned int a2, __int64 a3, unsigned __int64 a4, HANDLE Handlea)
tm.c	NtSetInformationTransactionExt(HANDLE Handle, int a2, void *a3, unsigned int a4)
tm.c	NtCreateTransactionManagerExt(unsigned __int64 a1, unsigned int a2, __int64 a3, unsigned __int64 a4, unsigned int a5)
tm.c	NtOpenTransactionManagerExt(unsigned __int64 a1, unsigned int a2, __int64 a3, unsigned __int64 a4, unsigned __int64 a5)
tm.c	NtSetInformationTransactionManagerExt(void *a1, int a2, __int64 a3, int a4)
tpm.c	TpmCore::PcrRead(TpmCore *this, __int64 a2, unsigned __int8 *a3)
tpm.c	TpmTransportTis::WaitForBitSet<unsigned char>(TpmTransport *this, __int64 a2, __int64 a3, __int64 a4, int a5, int a6, int a7, int a8, __int64 a9)
tpm.c	TpmTransport::SetCancelState(__int64 a1, int a2)
tpm.c	TpmEvtIrpPreprocessSetPower(__int64 a1, __int64 a2)
tpm.c	TpmSetMorBitState(struct _DEVICE_OBJECT *a1, char a2)
tpm.c	Tpm20Context::CreateInternalTpm20Request(struct Tpm20Context *a1, struct _TPM20RM_COMPLETION *a2, void (__stdcall static *a3)(struct _TPM20RM_COMPLETION *), void *a4, unsigned int a5, void *a6, unsigned int a7, struct Tpm20Request **a8)
tpm.c	Tpm20Context::CreateTpm20Request(__int64 a1, __int64 a2, int a3, __int64 a4, __int64 a5, int a6, __int64 a7, unsigned int a8, __int64 a9, unsigned int a10, __int64 a11)
tpm.c	Tpm20ResourceMgr::ContextSaveAllResources(Tpm20ResourceMgr *this)
tpm.c	Tpm20ResourceMgr::ContextSaveResource(Tpm20ResourceMgr *this, struct Tpm20Resource *a2)
tpm.c	Tpm20ResourceMgr::CreateTpm20Context(Tpm20ResourceMgr *this, struct Tpm20Context **a2)
tpm.c	Tpm20ResourceMgr::CreateTpm20ResourceMgr(struct TpmTransport *a1, int a2, struct Tpm20ResourceMgr **a3)
tpm.c	Tpm20ResourceMgr::LoadObject(Tpm20ResourceMgr *this, struct Tpm20Resource *a2, unsigned int a3, struct Tpm20Resource **a4)
tpm.c	Tpm20ResourceMgr::LoadObjects(Tpm20ResourceMgr *this, unsigned int a2, struct Tpm20Resource **a3)
tpm.c	Tpm20ResourceMgr::LoadedUnloadedResource(__int64 a1, __int64 a2, int a3)
tpm.c	Tpm20ResourceMgr::RemovedLoadedResource(Tpm20ResourceMgr *this, struct Tpm20Context *a2, struct Tpm20Resource *a3)
tpm.c	Tpm20ResourceMgr::UnloadedLoadedResource(Tpm20ResourceMgr *this, struct Tpm20Resource *a2)
tpm.c	Tpm20Scheduler::CreateTpm20Scheduler(struct WDFDEVICE__ *a1, int a2, struct Tpm20ResourceMgr *a3, struct TpmTransport *a4, struct Tpm20Scheduler **a5)
tpm.c	Tpm20Scheduler::DoS4S5Start(Tpm20Scheduler *this, __int64 a2)
tpm.c	Tpm20Scheduler::DoSaveTpmStateAndSignalSuspended(Tpm20Scheduler *this, __int64 a2, __int64 a3)
tpm.c	TpmStack::CreateTpmStack(struct WDFDEVICE__ *a1, struct TpmDevice *a2, struct TpmStack **a3)
tpm.c	TpmBufferAccessor::Append<unsigned char>(__int64 a1, char a2, __int64 a3)
tpm.c	TpmBufferAccessor::Append<unsigned short>(__int64 a1, __int16 a2, __int64 a3)
tpm.c	TpmBufferAccessor::Append<unsigned int>(__int64 a1, int a2, __int64 a3)
tpm.c	TpmBufferAccessor::Append(TpmBufferAccessor *this, const void *a2, unsigned int a3, void *a4)
tpm.c	TpmCore::ReadCounterByLabel(TpmCore *this, int a2, unsigned int *a3, unsigned int *a4)
tpm.c	TpmCore::ReadTpmFlags(TpmCore *this, __int64 a2, unsigned __int8 *a3)
tpm.c	TpmDevice::CreateContext(TpmDevice *this, void **a2)
tpm.c	TpmReadPortByte(unsigned __int8 *a1, int a2)
tpm.c	TpmRegCreateKey(struct _UNICODE_STRING *a1, void *a2)
tpm.c	TpmCreateHiddenDummyDevice(__int64 a1)
tpm.c	TpmEvtDeviceFileCreate(__int64 a1, __int64 a2, __int64 a3)
tpm.c	TpmEvtDeviceFileCreateFail(__int64 a1, __int64 a2)
tpm.c	TpmResourceManager::CanLoadResource(TpmResourceManager *this, int a2, unsigned __int8 *a3, __int64 a4, int *a5)
tpm.c	TpmResourceManager::CreateResource(TpmResourceManager *this, struct TpmContext *a2, int a3, unsigned int a4, int a5, struct TpmResource **a6)
tpm.c	TpmResource::Load(TpmResource *this, struct TpmResourceManager *a2)
tpm.c	TpmResourceManager::LoadResource(TpmResourceManager *this, struct _LIST_ENTRY *a2, int a3, struct TpmResource **a4)
tpm.c	TpmResourceManager::SaveContext(TpmResourceManager *this, int a2, unsigned __int8 **a3, unsigned int *a4)
tpm.c	TpmScheduler::LoadKey2@<rax>(TpmScheduler *this@<rcx>, struct TpmContext *a2@<rdx>, unsigned __int8 *a3@<r9>, __int64 a4@<rbx>, unsigned int a5, unsigned __int8 *a6, unsigned int a7, unsigned int *a8)
tpm.c	TpmSWAntiHammeringMgr::LoadConfiguration(TpmSWAntiHammeringMgr *this)
tpm.c	TpmSWAntiHammeringMgr::LoadUserAuthFailures(TpmSWAntiHammeringMgr *this)
tpm.c	TpmSWAntiHammeringMgr::_ReadUserAuthFailureData(TpmSWAntiHammeringMgr *this, const unsigned __int16 *a2)
